           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,1,100%,1分-3分,1,100%,,,,,,
2020/6/14,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,1,100%,11秒-30秒,1,100%,,,,,,
2020/6/15,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,1,100%,1分-3分,1,100%,,,,,,
2020/6/16,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,1,100%,31秒-1分,1,100%,,,,,,
2020/6/17,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,1,100%,1分-10分,1,100%,,,,,,
2020/6/18,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,1,100%,1分-3分,1,100%,,,,,,
2020/6/19,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
3-5次,1,100%,1分-3分,1,100%,,,,,,
2020/6/20,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,2,100%,1分-3分,1,50%,,,,,,
,,,3分-10分,1,50%,,,,,,
2020/6/21,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,1,100%,11秒-30秒,1,100%,,,,,,
2020/6/22,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,1,100%,1分-3分,1,100%,,,,,,
2020/6/23,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,1,100%,1秒-3秒,1,100%,,,,,,
2020/6/24,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,1,100%,11秒-30秒,1,100%,,,,,,
2020/6/25,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
3-5次,1,100%,1分-3分,1,100%,,,,,,
2020/6/26,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,1,100%,11秒-30秒,1,100%,,,,,,
2020/6/27,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,1,100%,1分-3分,1,100%,,,,,,
2020/6/28,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,3,100%,4秒-10秒,1,50%,,,,,,
,,,31秒-1分,1,50%,,,,,,
2020/6/29,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
3-5次,1,100%,3分-10分,1,100%,,,,,,
2020/6/30,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,1,100%,暂无数据,暂无数据,暂无数据,,,,,,
,,,,,,,,,,,
2020/7/1,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,1,100%,11秒-30秒,1,100%,,,,,,
2020/7/2,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,1,100%,1分-3分,1,100%,,,,,,
2020/7/3,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,1,100%,1分-3分,1,100%,,,,,,
2020/7/4,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,1,100%,11秒-30秒,1,100%,,,,,,
2020/7/5,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
3-5次,1,100%,3分-10分,1,100%,,,,,,
2020/7/6,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,1,100%,1分-3分,1,100%,,,,,,
2020/7/7,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,1,100%,31秒-1分,1,100%,,,,,,
2020/7/8,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
3-5次,1,100%,3分-10分,1,100%,,,,,,
2020/7/9,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,2,100%,11秒-30秒,1,100%,,,,,,
2020/7/10,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,2,100%,31秒-1分,2,100%,,,,,,
2020/7/11,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,2,100%,4秒-10秒,1,50%,,,,,,
,,,31秒-1分,1,50%,,,,,,
2020/7/12,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,3,100%,1秒-3秒,1,33.33%,,,,,,
,,,1分-3分,2,66.67%,,,,,,
2020/7/13,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,2,100%,31秒-1分,1,100%,,,,,,
